Gene	control.Rep1	control.Rep2	control.Rep3	control.Rep4	heat.Rep1	heat.Rep2	heat.Rep3	heat.Rep4	drought.Rep1	drought.Rep2	drought.Rep3	drought.Rep4
AT3G06480	-0.22670364	-0.07461548	-0.14289093	-0.19555187	0.14810085	0.26607037	0.14961052	0.27545738	-0.20368576	-0.16157722	-0.33342743	-0.36139965
AT5G56040	-0.23294544	-0.22721767	0	-0.20510197	0.03102398	-0.16673374	-0.2802477	-0.21692753	0.37124252	0.2733755	0.8107748	0.7064476
AT1G72800	0.11449528	0.010793686	-0.46057224	-0.27768517	0.0950222	-0.23560715	-0.3046131	-0.7739248	0.19128895	0.41384888	0.5439663	0.3071909
AT3G18310	-0.08619976	0.06402445	0.082464695	-0.07995558	-0.106544495	0.000147	-0.018960476	-0.86471987	-0.06498909	-0.01160717	-0.34536982	-0.31824207
AT2G40220	-0.30195284	-0.24732208	-0.17076397	-0.03250885	-0.6627569	-0.027585983	0.69424725	-0.26407146	0.24916935	0.80161333	0.56971455	1.4551005
AT3G54400	-0.5801697	-0.082782745	0.09557247	-0.44536304	0	-0.23514938	-0.30579376	0.16018009	-1.0629206	0.19335175	-0.045734406	0.43355083
AT3G09470	-0.12817478	0	-0.3339405	-0.3246212	0.52775097	0.45514488	0.15665913	-0.041711807	-0.7018671	-0.112695694	-0.7368717	-0.5546055
AT2G45280	-0.07114887	-0.015113831	-0.19760036	-0.2948227	0	0.1637888	0.1506939	0.042316437	-0.485219	-0.034819603	-0.524971	-0.28738594
AT1G64140	0.16082287	-0.093198776	-0.36025143	-0.3962345	0.2778225	0.27924538	0	-0.3779812	-0.5083246	-0.075951576	-0.8146429	-0.7878866
AT5G42150	-0.28182316	-0.28781605	0	0.000887	-0.10775757	-0.035492897	0.04180336	0.16070175	-0.25088406	-0.19469452	-0.18580437	-0.14331245
AT4G06688	2.2506928	0.8343067	0.399395	1.2044096	-0.83529663	-1.5810499	1.7368326	0	0.7627597	-0.5141916	0.28490257	0.01791668
AT4G34670	-0.45163155	-0.12769318	-0.19650364	-0.26519966	0	0.12121487	0.049829483	0.030220032	-0.76755524	-0.6613169	-0.7419586	-0.65649796
AT2G20510	-0.005856514	0.11849594	-0.015660286	-0.04264736	0.036813736	0.051267624	-0.07550001	-0.42688274	-0.028198719	0	-0.13784695	-0.28949308
AT1G50600	-0.18581772	0.008028984	-0.025693893	-0.14237595	0.28425598	0.2833681	0.44631577	0.31800652	-0.18963623	-0.15651512	-0.041121483	0
AT1G10250	-0.7106409	-0.6323652	1.2889094	0.328763	0.17204905	0.32688713	0.26862764	-0.57478523	-0.3935008	2.6356282	0.41781998	-0.3692484
AT1G33390	-0.13369942	-0.0954504	0.033925056	-0.061614037	0	-0.09468651	0.092038155	0.17599869	0.061264038	-0.2049303	0.110907555	-0.22716999
AT2G03800	-0.24174213	-0.21000004	-0.31247234	-0.33224583	-0.23858547	-0.22724342	-0.015522003	0.089571	-0.10341549	-0.15066624	-0.00937748	-0.04062462
AT1G29951	-0.20908546	-0.43525314	-0.12475872	-0.0437603	-0.2598667	-0.23353481	0.113960266	0.47607708	0.005232811	-0.4060011	0.04353428	0.06258011
AT1G75100	-0.24370384	-0.32763004	-0.16537762	-0.19155025	0.1930027	0.3597784	0.43954659	0.2514162	-0.08678627	-0.4574976	-0.09057045	-0.25309563
AT1G80520	-0.22237301	-0.3068657	-0.16819	-0.06044483	-0.46541786	-0.47198105	-0.26290226	0.083330154	0.22741222	0.14269543	-0.18096542	-0.25742579
AT1G70150	-0.070013046	0.23461628	-0.48413706	-0.46897793	0.5816989	0.45082474	0	-0.20023298	-0.75990915	0.024732113	-0.58765364	-0.52616405
AT5G13230	-0.102627754	-0.90315914	-0.58182144	1.6052241	0.47452354	0.6749077	0.08042383	0.13621807	-1.6381826	0.35571814	-1.1271758	-1.9184456
AT1G52760	-0.30767536	-0.16418743	-0.15135479	-0.24837875	-0.01235199	-0.007237434	0.021242142	0.18484116	-0.09578705	-0.29785442	-0.4107399	-0.26804256
AT4G19980	0.675612	0.35327244	0.67858315	0.09607172	0.24824095	0.31013536	-0.8436656	-0.84215784	0.6407342	-0.10402298	-0.027611256	-0.7668233
AT5G17510	-0.05807209	-0.04916954	-0.19870949	-0.20467472	0.39420605	0.23806477	0.13138866	0	-0.24217892	-0.12718487	-0.37926483	-0.41296673
AT5G15920	-0.19925499	-0.017658234	-0.26164722	-0.20339489	0.2523508	0.2403841	0.26293087	0.17435646	-0.13704777	-0.19225979	-0.5166397	-0.2154007
AT2G37790	-0.09731865	-0.027054787	0	-0.14975071	0.16444302	0.1772604	-0.014186859	0.13037968	-0.3257904	-0.2351408	-0.24777222	-0.16940498
AT5G38970	-0.30031872	-0.39224672	-0.1777296	-0.09720564	0.9956145	1.0208383	0.9462228	0.978848	-0.06376076	-0.20065022	0.35952616	0.44364595
AT4G26230	-0.26902485	-0.0833807	-0.20195866	-0.29357052	0.18989468	0.102054596	0	0.11208534	-0.6206503	-0.4005642	-0.6450691	-0.58342266
AT3G13020	0.17092133	0.13591862	-0.022966385	-0.17953205	0.36791325	0	-0.30261898	-0.51300335	0.3328271	-0.019994736	-0.119496346	-0.30202675
AT3G51430	-0.28971958	-0.32113743	-0.5369234	-0.07046032	-0.34264946	-0.4553051	-0.53364944	-0.1987505	0.27798653	0.2341404	0.18667126	0.47498226
AT1G11630	-0.3217783	-0.0916214	0.091534615	-0.07617569	-0.000457	0.006276131	-0.029295921	0.12412357	-0.23669147	-0.09978676	-0.25225163	-0.1451397
AT3G59070	-0.43338442	-0.33708668	-0.032853127	-0.10381746	-0.2480793	0.24893284	0.30036497	0.700284	0.037219524	0.10782099	0.055975914	0.37965536
AT2G30100	-0.2776909	-0.15409946	-0.6318302	-0.7430973	0.34329128	0.46015072	0.2708683	-0.07636261	-0.62229824	-0.67379665	-0.9106779	-0.9224529
AT5G48040	0.08589172	-0.1851883	-0.13892126	-0.3223791	0.029119492	0.19333887	-0.021346092	-0.05973959	-0.49305868	-0.080216885	-0.32591677	-0.45753098
AT5G36738	0.44019604	-1.7660041	0.44914055	-0.546391	-0.2716627	0.16329527	0.17279863	0.20840979	0.08643341	0	0.4354291	-0.20600939
AT4G20010	-0.23460484	-0.07765484	-0.05007744	-0.047452927	0.09697056	-0.003497124	-0.002404213	0.1233654	-0.24406528	-0.31257057	0	-0.00636673
AT3G55672	-0.4860897	0.34375954	-0.86405754	0.5152426	0.040335655	0.51183796	-0.6742897	0.7130585	0.21225262	-0.68506527	-0.19265032	-0.4544258
AT4G37910	-0.20863724	0.03243828	-0.22360802	-0.48464394	0.21962833	0.045145035	-0.15174103	-0.14446545	-0.8039036	-0.30364704	-0.886384	-0.6690054
AT4G25740	-0.35525894	-0.090976715	-0.07984924	-0.2292862	0.33010197	0.30287457	0.13252735	0.0791378	-0.3696909	-0.36762428	-0.19886684	-0.36252832
AT1G32375	-0.9861145	-0.4606352	-0.24491072	2.8333201	0.022197723	-0.29685497	0.054275513	-0.1770258	-1.6230679	-0.8075962	-0.54830694	0.3272333
AT1G69770	-0.57683945	0.013500214	-0.23565292	-0.40612698	0.41392612	0.28200245	0.2291565	0.38355732	-0.7513199	-0.28707314	-0.57389736	-0.34051895
AT5G01850	-0.30746078	-0.34050846	-0.5917711	-0.378294	0.19375992	0.083283424	-0.05232334	-0.033554077	-0.026352882	0.13381863	-0.101989746	-0.041550636
AT1G68150	0.11356926	1.0564718	1.0425863	1.4094849	-0.60510635	-1.3567829	-0.33057213	0.21098137	-0.19210625	-0.26632404	0.49964714	0.24323845
AT1G10170	-0.35180283	-0.17026329	-0.40119457	-0.36053467	0.21403885	0.050992966	-0.121956825	-0.14714813	0	-0.22739983	-0.36529636	-0.62666607
AT1G30650	-0.2509222	-0.47852802	-0.031175613	0.23120928	0	0.18149376	0.24577093	-0.002868652	-0.7172599	-0.30582285	0.006018162	0.26553726
AT3G44006	-0.8221035	0.3838415	0.090874195	-0.51265717	0.6981268	0.4319048	-0.5817795	-0.2997799	0	0.36194134	4.2181273	-1.6274414
AT2G43780	-0.15792942	-0.10868168	0	-0.25739193	0.20109653	0.3396225	0.18126774	0.33660603	-0.21218777	-0.32509708	-0.4083357	-0.10545254
AT2G30740	-0.105490685	-0.07781029	-0.14724255	0.025598526	0.19775009	0.029478073	-0.08901405	-0.063542366	-0.61314774	-0.112029076	-0.3263321	-0.27241993
AT1G18520	0.011725426	0.6074166	-0.27530718	0.4836774	0.92503595	0.7452216	-0.87569094	-0.6750083	0.44420004	0.85812426	-0.2795167	0.73742676
AT5G09463	-0.15237522	-0.031259537	0.23786545	0.06658268	0.33036232	0.15143013	0.54693604	0.079138756	-0.2671547	0.059069633	0.2637787	0
AT4G39890	-0.44756508	-0.5885687	-0.7026825	-0.1842699	-0.46653938	-0.012009621	1.2599211	0.69851494	0.1377039	-0.17339897	0.33387756	0.23522472
AT1G72175	-0.19847775	-0.22858238	-0.29104137	-0.195508	-0.17040539	-0.15745926	-0.22523785	-0.026968002	-0.069438934	-0.06918621	-0.11850357	0
AT3G28958	-0.4441414	-0.23146057	-0.09174347	-0.08632946	0.8426423	1.2730942	0.9603367	0.6921549	-0.6903429	0.70077133	0.45379305	-1.0957098
AT1G35880	0.5375662	0.32673693	0.33748198	0.035627842	0.43031883	-0.09037399	-0.4924898	-0.68190813	0.3424344	0.22967482	1.5482488	-0.37601042
AT3G10690	-0.36421394	0.10590172	-0.24694252	-0.20236015	0.05795479	-0.002102852	-0.036779404	-0.095113754	-0.60281754	-0.47318935	-0.60351944	-0.4354477
AT5G13690	-0.09537983	-0.10928726	0.02786541	-0.12708569	0.23626614	0.05070114	0.15117168	0.32396126	-0.10110378	-0.13249493	-0.269248	-0.3162508
AT3G08000	-0.33143902	-0.3325863	-0.12159538	-0.14723587	0.020461082	0	0.15966797	0.43133163	-0.20046234	-0.33578587	0.006609917	-0.09181404
AT4G39690	-0.29870655	-0.34434607	-0.518284565	-0.411453245	-0.052070617	-0.06861925	-0.017416	-0.000478745	-0.333913326	-0.340289595	-0.224542141	-0.324331285
AT2G34980	-0.40417814	0.45508194	-0.053434372	-0.11890221	-0.136693	-0.04303074	0.029580593	0.21726513	-0.2872324	-0.17974997	-0.13958073	-0.063559055
AT2G36650	-0.5564866	-0.3035035	-0.09686375	0.020893097	0	-0.23113298	0.17822313	-0.37207985	0.27929497	0.22055864	0.18767786	0.1947689
AT3G62510	-0.12069845	0.064925194	0.16616058	-0.00645113	0	-0.12152195	-0.11425686	0.00735426	-0.013157845	-0.13384867	0.12881374	-0.14243937
AT5G64150	-0.13619328	-0.08350849	-0.2746849	-0.20307922	0.14557934	0.19552898	0.12460613	0.16889477	-0.59371185	-0.30442524	-0.21910763	-0.016809464
AT4G08280	-0.020215988	-0.20545864	-0.31246853	-0.112140656	0.17656422	0.31608295	0.07307148	0.33335876	-0.06217861	-0.26119232	-0.27008152	-0.21323776
AT3G04184	0.05743122	-0.05547905	-0.24619961	-0.38434982	0.007884026	0.3575344	0.075819016	-0.13462353	-0.12806034	-0.3181963	-0.3586588	-0.19814682
AT5G20410	-0.102627754	-0.39798832	-0.42922306	-0.21626282	0.09764004	0.10670185	-0.087841034	-0.27697563	0.572052	0.6156645	0.817214	0.8688555
AT4G01915	-0.1564827	-0.14873695	0.12512398	-0.06570244	0.01630783	0.07601929	0.049780846	0.09161663	-0.24019432	-0.13528538	0	0.1548872
AT3G16620	-0.4675455	-0.26733208	-0.20646763	-0.15062714	0.47034168	0.5774698	0.52155685	0.32596397	-0.13910484	-0.2628317	-0.04847622	-0.21405506
AT5G65530	-0.35234594	-0.1639781	0.33748865	-0.10591936	0.42887115	-0.38738775	0.032200336	-1.0844083	-0.37016296	0.34081507	0.15169287	0.87154245
AT5G50430	0	-0.25732517	-0.31560707	-0.036967278	0.051094055	0.061317444	0.25524998	0.4439211	0.060753822	0.15570927	-0.010134697	0.069815636
AT3G04660	0	0.27435064	-0.9472027	0.83808947	0.23693228	0.46691513	0.15643454	0.37521648	-0.96881104	-1.1701488	-0.46828842	-0.5869522
AT1G64030	-0.25844097	-0.26541233	-1.4825516	-0.07259369	0.30326366	0.47384644	-0.6726508	-0.7056885	-0.0427351	-0.61805725	0.44178963	-0.45218086
AT1G59820	-0.35198689	-0.16775131	-0.21045685	-0.07403469	-0.016124725	0	0.23657703	0.3091364	-0.32644653	-0.24619484	-0.1536541	-0.2219181
AT3G08500	-0.021625519	-0.23318958	0	-0.31254387	0.24555826	-0.08597469	-0.17633533	-0.064133644	-0.3131218	0.18773031	0.12637568	0.14923191
AT5G45200	0.23960114	1.2436552	0.01766777	1.4845953	-0.36960602	-0.5511942	-0.13062191	0.3698988	-0.09817886	-0.05786228	0.612566	0.4229517
AT3G17650	-0.13825703	-0.0373888	-0.14486885	-0.4040804	0.7780676	0.6761379	0.188344	-0.16056252	-0.4498415	0.22963524	-0.6886549	-0.5379782
AT3G45190	-0.15288639	-0.020742416	-0.23942661	-0.007480621	0.3663807	0.3428173	-0.055101395	0	0.08680439	-0.08965206	-0.22419167	-0.34344006
AT1G10790	0.32586622	-0.22335768	0.019759655	-0.49792957	0.4537115	0.5003824	0.48369122	0.4926715	-0.40470982	-0.13796377	-0.11316538	-0.38460493
AT4G39070	-1.2533631	-1.1305385	-1.121283	-1.1190648	-0.7733917	-0.19390297	0.1167984	1.4095879	0.5251827	0.716342	0.58012676	0.8284416
AT1G42550	-0.4533558	-0.18156052	-0.1961441	-0.21924305	0.061383247	0	0.119607925	0.21973133	0.15172195	-0.39486885	-0.08010483	-0.3012991
AT5G01230	-0.26794624	-0.18375015	-0.22893906	-0.1534462	-0.11243057	0.15128231	0	0.17068195	-0.28167725	0.07645607	-0.009119988	0.0638628
AT1G34460	0.014701843	0.11596584	-0.36802197	-0.29804468	0.46179295	0.27888012	0.15970802	0.22385406	-0.21513796	-0.18416929	-0.29333448	-0.49007463
AT3G02150	-0.37361908	-0.43272686	-0.37053108	-0.17802334	0.24198341	0.29290104	0.3630476	0.5660181	-0.3133459	-0.58358765	-0.4810562	-0.32917786
AT5G54690	-0.24345922	0	-0.24668026	-0.50541735	0.20863867	-0.1475811	-0.118588924	-0.120411396	-0.44063187	0.20167732	-0.37569475	-0.029260635
AT2G27800	-0.16028118	-0.1434412	-0.06581211	-0.12386131	0.4572401	0.3666401	0.3028021	-0.10815811	-0.1604948	-0.18119621	-0.20545101	-0.16610813
AT5G01800	-0.32339764	-0.21156502	-0.20801163	-0.19999886	0.19115925	0.07680035	0.025074005	0.23153877	-0.13976574	-0.19927692	-0.004747391	0
AT2G30320	-0.4101677	-0.051775932	0.15574455	-0.012562752	0.19159222	-0.03445244	0.12113953	0.37385273	-0.37835312	-0.4100952	-0.19589615	-0.36284447
AT1G16540	-0.015244961	-0.7734575	-0.28392315	-0.15084314	-0.28102684	-0.065835476	-0.06637621	0.008881569	0.22190237	0.107129574	-0.04435873	-0.16436815
AT3G50670	-0.19342518	-0.02905655	-0.22096825	-0.37201118	0.06115055	0.046833992	-0.044938087	0.014081955	0	-0.2883463	-0.40388584	-0.571784
AT5G01290	-0.20338726	-0.32567596	-0.099980354	-0.061232567	-0.04534912	0	0.031205177	0.052789688	-0.07379532	-0.20662689	-0.15589237	-0.19184017
AT5G65005	-0.005726337	0.16822338	-0.025130749	-1.2084165	0.5325198	0.74742365	-0.3267374	-0.7259135	0.71388006	0.20083332	0	-1.3570485
AT5G44170	-0.16505909	-0.23854542	-0.07176113	-0.11070347	-0.31178188	-0.16134357	0	0.18065166	0.12695312	-0.33803082	0.14652824	0.16615105
AT3G07870	-0.23127651	-0.24999714	-0.06033802	0.008982658	-0.001537323	-0.116104126	-0.09976864	-0.036283493	0.07131767	-0.2438736	0.24662113	0.18716812
AT2G45620	-0.06114769	-0.3508625	-0.10918236	-0.006022453	-0.024977684	0	0.22691059	0.10788345	0.24950695	-0.21493912	0.19061089	-0.040450096
AT3G12280	-0.28381538	-0.17024136	-0.30485535	-0.26211834	0.10121918	0.10384178	0.03196144	0	-0.27425003	-0.10957146	-0.4999113	-0.33803177
AT2G28480	-0.13931847	-0.16853237	-0.14204597	-0.3486328	0.09233093	0.03433609	0	0.23681259	-0.19641781	-0.39926434	-0.3563366	-0.39461327
AT3G22320	-0.19216347	-0.17035198	-0.041441917	-0.12666225	0	-0.11367893	0.0641222	0.044875145	0.14513397	-0.11988354	0.15655231	-0.012126923
AT1G56690	-0.1682086	-0.23288631	0.011499882	-0.34730244	0.060282707	0.19147015	0.3958912	0.3898182	-0.41455936	-0.4790945	-0.521297	-0.6680999
AT5G64670	-0.50000954	-0.14662933	-0.10597801	-0.12946129	0.026572227	-0.013847351	0.091495514	0.17216969	-0.53314495	-0.5119629	-0.46537304	-0.37517643
AT5G40700	-0.22988749	-0.24360275	-0.16221237	-0.36963654	0.2283516	0.04986286	0.06624031	-0.062787056	0	-0.50060415	-0.26345587	-0.46387577
AT3G04240	-0.023888588	-0.07502937	-0.49398994	-0.270957	-0.008956909	0.019343376	-0.24555779	-0.23591709	0.09519768	0.22491455	-0.19309139	-0.33059025
AT3G27670	-0.09394646	-0.18117142	-0.18315887	-0.21547222	-0.05160141	0	0.054146767	0.42371368	0.19570637	-0.121255875	-0.00056	-0.13193607
AT5G38880	-0.4177122	-0.20111084	-0.23767757	-0.20555973	0.1176424	0.24119091	-0.006955147	-0.21476364	-0.17436028	-0.41807747	-0.24846077	-0.33974743
AT3G05380	-0.12317085	0.03152752	-0.1843071	-0.36313057	0.21506214	0.2080574	0.076164246	-0.12944603	-0.44520903	0.015325546	-0.6239567	-0.6235523
AT3G12070	0.023591042	-0.113536835	-0.36240578	-0.4077654	0.116601944	0.40756702	0.1302042	-0.11506939	-0.56585217	0.11119366	-0.48671913	-0.1765356
AT4G05010	-0.3678503	-0.3289566	0.07777119	-0.25054884	0.39605618	0.21846104	0.39129925	0.16247368	0.2640953	-0.5413389	0.006799698	0.15697098
AT3G23780	-0.30981064	-0.18584633	-0.075053215	-0.25532722	0.16993809	0.00525856	0.18082142	0.06698322	0.14882374	-0.00921917	-0.117975235	-0.44340515
AT5G59670	-0.64700127	-0.55941296	-0.90369034	0.29371548	-0.67710304	-0.3973379	-0.2755289	0.37353325	1.2056236	0.7860317	0.89632034	1.0898275
AT2G39100	-0.091851234	-0.23951483	-0.04162979	-0.046753407	0.17095566	0.04829645	-0.21051264	0.35607815	-0.44474983	-0.117219925	-0.15861273	0
AT2G35300	-0.15984917	1.1008892	-0.33714294	0.96481895	-0.8930197	-1.4269571	1.8234906	-0.09276581	4.9994607	-0.7291174	0.076571465	0
AT5G44320	-0.091630936	-0.06801224	-0.147089	-0.25341225	0.04069996	0	0.051890373	0.2448492	-0.039815903	-0.2297039	-0.27703857	-0.22141075
AT2G42800	-0.7322726	0.4930992	-0.41069603	-0.32945967	0.6260009	0.630239	0.6461706	0.7377429	-0.5254731	-0.57971	-0.68938494	-0.5257077
AT4G19610	-0.05438614	-0.11244869	-0.17954445	-0.18373108	0.057487488	0.10116291	0.06698418	0.058538437	-0.111091614	-0.23464966	-0.21594524	-0.33497047
AT5G51740	-0.06881809	0.13391972	-0.09974384	0.000756	-0.22419357	-0.10480404	-0.23417854	-0.27483654	-0.19774151	-0.045134544	-0.05667591	0.06910038
AT2G19210	-0.3601427	0.3874545	-0.5335331	-0.16016197	0.8717222	0.9782367	-0.87486553	-1.2782774	0.5821018	1.0584497	-0.74187183	-2.1818943
AT4G34910	0.019371033	-0.14006329	-0.00356102	-0.23218632	-0.003395081	0.08059025	0.31935596	0.24162006	-0.30784798	-0.27321053	-0.26774216	-0.5632105
AT1G33700	-0.08237982	0	0.24354553	-0.15484333	0.20078135	0.16730356	0.064826965	-0.040023804	-0.172791	0.24275303	0.053858757	-0.123571396
AT3G11240	-0.20083427	-0.15299892	-0.12756443	-0.14282703	0.10382366	0.016350746	0.14062119	0.124334335	-0.29996586	-0.12865257	-0.2652893	-0.247365
AT1G12430	-0.44481182	-0.12196827	-0.22108173	-0.17329502	0.011385918	-0.06108284	0.007480621	0.23902416	-0.06345558	-0.15030098	-0.10963154	-0.042077065
AT1G72580	0.3089018	1.2415943	0.018668175	1.4265947	-0.45745087	-1.1043034	-0.055649757	0.90182304	-0.052099228	-0.24310112	0.69714403	0.5503235
AT1G68430	-0.2558775	-0.13309956	0.122662544	0.14417458	-0.39613914	-0.40132713	-0.12111473	0.13314724	0.27386665	-0.16992283	0.09874153	0.14700985
AT5G22580	-0.46425056	-0.65239525	-0.061091423	-0.30914974	0.51557446	0.68416977	0.8120413	1.0143318	0.17814541	0.015163422	0	0.38208485
AT4G16940	-0.71363735	0.18976498	-1.0645571	0.3476305	0.4534669	0.35086918	-0.28169537	-0.27132797	-0.50259304	-0.07657242	0.2793784	-0.59396267
AT5G24070	-0.39957762	0.23465252	-0.39386988	-0.5157151	0.57166815	1.0761871	-0.47246027	-0.51902676	0.47968864	0.4299488	-1.0805125	-1.4759774
AT1G36980	-0.2072792	-0.20573616	-0.114536285	-0.0165205	0.025043488	0.06981659	0.11590004	0.2578249	-0.30583286	-0.16432476	0.061908722	0.23547173
AT5G41170	-0.32793808	-0.021808147	0.071558475	0.29007673	0.40945673	0.42592573	0.5595932	0.76028013	-0.53362703	-0.46232176	-0.05590248	-0.17248964
AT2G42010	-0.13325882	-0.14510155	-0.09412384	-0.14406395	-0.008105278	0.2094965	0.33856964	0.25918198	-0.13198757	-0.06948185	0.24050331	0.07355881
AT3G07780	-0.029830456	0.008169174	-0.43612814	-0.26923895	0.5728345	0.33652925	0.18340349	-0.16398335	-0.49672318	0.106547356	-0.40452147	-0.6988487
AT3G57860	-0.22485542	-0.19384384	-0.43785143	-0.55751944	0.6244836	0.5591736	0.39056683	0.33272123	-0.3276682	-0.17974424	-0.6069765	-0.85218287
AT2G34357	-0.261837	-0.10417938	-0.06818676	-0.14943981	0.116039276	0.21079826	0.071801186	0.19301414	-0.34847546	-0.43597126	-0.33494282	-0.38519478
AT5G51200	-0.36520863	-0.08741665	-0.13086033	-0.01790905	0.20408249	0.2392931	0.07537556	0.27093983	-0.16085148	-0.26518345	-0.14848232	-0.23163414
AT3G46870	-0.2399311	-0.094558716	-0.19296455	-0.19093227	-0.021269798	0.031719208	0	0.017371178	-0.14789677	-0.19225216	-0.12871265	-0.021689415
AT4G24860	0.14628696	-1.0551629	0.21438026	-0.7614751	0.08010769	0.001017094	0.051573277	-0.35411358	-0.59756994	0.3237176	-0.6533685	-0.04115534
AT1G76380	-0.33038902	-0.22340441	-0.25041294	-0.14364338	-0.08932781	0.13118744	0.115138054	-0.16038275	-0.69506836	-0.39056683	-0.6076498	-0.48900795
AT1G72440	-0.1042366	0.009522438	0.10541916	-0.008213043	-0.005597115	-0.002929688	0.05176735	0	-0.27505302	-0.1985941	-0.19758987	-0.15067959
AT3G02520	-0.23034477	-0.07449722	-0.025453568	-0.2500019	0.22235107	0.31270313	0.1121912	-0.44583607	-0.3168249	-0.34663105	-0.5441904	-0.43407536
AT1G60200	-0.13663578	0.022087097	-0.00892067	-0.095682144	0.03944969	0.02730465	0.16093826	0.05625248	-0.18806839	-0.05789566	-0.17535019	-0.32597923
AT3G12250	0.11729717	-0.20653343	-0.38888264	-0.3577137	0.17080593	0.16275597	0.034196854	-0.15709686	-0.6481867	-0.029932022	-0.5211172	-0.529089
AT4G02560	-0.012595177	-0.033821106	-0.16160679	-0.27816296	0.19775963	0.13556671	0	0.06003952	0.13916779	-0.0888567	-0.037561417	-0.18379116
AT1G56410	-0.40555143	-1.5771484	-1.3168764	0	0.2818818	0.069132805	-1.9952049	-2.1069584	-0.81832504	-0.11358309	-1.1996336	-1.5002041
AT2G03270	-0.021681786	-0.007616997	-0.087052345	-0.17731285	0.22745895	0.28338528	0.2169466	-0.46130657	-0.048151016	-0.2659588	-0.35252285	-0.42730618
AT4G20770	-0.05711794	0	-0.15066528	-0.3556733	0.4330654	0.7803836	0.7681484	0.7889309	0.059357166	-0.24148893	-0.27768993	-0.40654182
AT5G62100	0.27553558	0.13342285	0	-0.034523964	0.07615757	-0.11792278	-0.68016624	-0.44875145	0.4532299	1.0122776	0.9911976	0.8985052
AT2G43240	-0.06315231	-0.082595825	-0.23981762	-0.2067442	0.14242458	0.21060562	-0.026616096	0.23425198	-0.31154442	-0.004572868	-0.09945679	0
AT2G28710	-0.38530397	-0.84991884	-0.16202927	-0.20564651	0.066841125	0.3452959	0.39958477	1.0843611	0.16474247	-0.3814373	0.054045677	0.11529827
AT2G22100	0.16110992	0	0.23257732	0.073797226	-0.15713024	-0.24963379	-0.16935349	-0.19569302	-0.39428043	-0.038363457	-0.10379791	-0.16671944
